,Portfolio_Ret,Mean_Field_Ret,Common_Noise_Factor
2014-05-01,-0.0016110000000000002,-0.000143,13.25
2014-05-02,-0.0019179999999999996,-0.001348,12.90999984741211
2014-05-05,-0.004337666666666668,0.001871,13.289999961853027
2014-05-06,-0.011368666666666668,-0.008988,13.800000190734863
2014-05-07,0.007215,0.005616,13.399999618530273
2014-05-08,0.0016049999999999999,-0.001374,13.430000305175781
2014-05-09,-0.0026010000000000004,0.001519,12.920000076293945
2014-05-12,0.005428333333333334,0.009673,12.229999542236328
2014-05-13,-0.00014933333333333321,0.000422,12.130000114440918
2014-05-14,-0.003322333333333334,-0.004701,12.170000076293945
2014-05-15,-0.010675333333333334,-0.009362,13.170000076293945
2014-05-16,0.0028453333333333334,0.003747,12.4399995803833
2014-05-19,0.005541333333333333,0.003845,12.420000076293945
2014-05-20,0.000636,-0.006498,12.960000038146973
2014-05-21,0.004444333333333334,0.008116,11.90999984741211
2014-05-22,0.003838666666666667,0.002362,12.029999732971191
2014-05-23,0.0031056666666666667,0.004248,11.359999656677246
2014-05-27,0.008149666666666666,0.005988,11.510000228881836
2014-05-28,0.0010943333333333334,-0.001114,11.680000305175781
2014-05-29,0.008945,0.005367,11.569999694824219
2014-05-30,-0.000529,0.001844,11.399999618530273
2014-06-02,-0.005384333333333334,0.000728,11.579999923706055
2014-06-03,0.004435666666666667,-0.000379,11.869999885559082
2014-06-04,0.003994,0.001892,12.079999923706055
2014-06-05,0.008038666666666668,0.006525,11.680000305175781
2014-06-06,0.0007516666666666667,0.004628,10.729999542236328
2014-06-09,0.008216666666666667,0.000939,11.149999618530273
2014-06-10,0.004993,-0.000246,10.989999771118164
2014-06-11,-0.005380666666666666,-0.003537,11.600000381469727
2014-06-12,-0.008163333333333333,-0.007089,12.5600004196167
2014-06-13,-0.004149666666666667,0.003135,12.180000305175781
2014-06-16,0.0025756666666666666,0.000837,12.649999618530273
2014-06-17,0.0023300000000000005,0.002173,12.0600004196167
2014-06-18,0.003331666666666667,0.007719,10.609999656677246
2014-06-19,-0.002046,0.001277,10.619999885559082
2014-06-20,-0.0032806666666666665,0.00173,10.850000381469727
2014-06-23,0.001703666666666667,-0.000132,10.979999542236328
2014-06-24,-0.008567,-0.006435,12.130000114440918
2014-06-25,0.002242,0.004897,11.59000015258789
2014-06-26,-0.0017609999999999998,-0.001179,11.630000114440918
2014-06-27,0.006469333333333333,0.001911,11.260000228881836
2014-06-30,0.0021500000000000004,-0.000372,11.569999694824219
2014-07-01,0.0070676666666666665,0.006678,11.149999618530273
2014-07-02,-0.0024393333333333333,0.000659,10.819999694824219
2014-07-03,0.004189,0.00548,10.319999694824219
2014-07-07,0.0055249999999999995,-0.003924,11.329999923706055
2014-07-08,-0.005961333333333333,-0.007049,11.979999542236328
2014-07-09,0.006287333333333333,0.004644,11.649999618530273
2014-07-10,-0.004222666666666666,-0.004131,12.59000015258789
2014-07-11,0.0002510000000000001,0.001471,12.079999923706055
2014-07-14,0.007889666666666668,0.004844,11.819999694824219
2014-07-15,0.007573666666666665,-0.001932,11.960000038146973
2014-07-16,0.0019560000000000007,0.004201,11.0
2014-07-17,-0.012994,-0.011834,14.539999961853027
2014-07-18,0.007552333333333334,0.010265,12.0600004196167
2014-07-21,-0.0027933333333333334,-0.00232,12.8100004196167
2014-07-22,0.004485,0.005016,12.239999771118164
2014-07-23,0.010109666666666666,0.001754,11.520000457763672
2014-07-24,0.0015366666666666664,0.000488,11.84000015258789
2014-07-25,-0.0016066666666666668,-0.004849,12.6899995803833
2014-07-28,0.004363666666666667,0.000288,12.5600004196167
2014-07-29,-0.007817,-0.004528,13.279999732971191
2014-07-30,-0.0013213333333333334,6.1e-05,13.329999923706055
2014-07-31,-0.019259,-0.019999,16.950000762939453
2014-08-01,0.005014666666666666,-0.002859,17.030000686645508
2014-08-04,-0.0026686666666666664,0.007189,15.119999885559082
2014-08-05,-0.004311333333333334,-0.009685,16.8700008392334
2014-08-06,0.007502000000000001,1.6e-05,16.3700008392334
2014-08-07,-0.005836999999999999,-0.005557,16.65999984741211
2014-08-08,0.006850000000000001,0.011531,15.770000457763672
2014-08-11,0.006462,0.002759,14.229999542236328
2014-08-12,-0.00013699999999999997,-0.001637,14.130000114440918
2014-08-13,0.006845333333333333,0.006707,12.899999618530273
2014-08-14,0.0043419999999999995,0.004346,12.420000076293945
2014-08-15,-0.0003956666666666663,-6.1e-05,13.149999618530273
2014-08-18,0.009523666666666666,0.008532,12.319999694824219
2014-08-19,0.007538333333333334,0.005001,12.210000038146973
2014-08-20,0.0010796666666666665,0.002478,11.779999732971191
2014-08-21,0.006898333333333333,0.00295,11.760000228881836
2014-08-22,0.002835666666666667,-0.001993,11.470000267028809
2014-08-25,0.006167333333333333,0.004788,11.699999809265137
2014-08-26,-0.0005283333333333335,0.001051,11.630000114440918
2014-08-27,0.002983333333333333,5e-05,11.779999732971191
2014-08-28,-0.0031339999999999996,-0.00169,12.050000190734863
2014-08-29,0.002770333333333333,0.00332,12.09000015258789
2014-09-02,0.0033139999999999997,-0.000544,12.25
2014-09-03,-0.014222666666666668,-0.000779,12.359999656677246
2014-09-04,0.000509666666666667,-0.001534,12.640000343322754
2014-09-05,0.004283,0.005036,12.09000015258789
2014-09-08,-0.003956333333333333,-0.003073,12.65999984741211
2014-09-09,-0.007194,-0.006545,13.5
2014-09-10,0.013752666666666668,0.003646,12.880000114440918
2014-09-11,0.0038606666666666663,0.000882,12.800000190734863
2014-09-12,0.0013436666666666666,-0.005963,13.3100004196167
2014-09-15,0.0018440000000000002,-0.00071,14.119999885559082
2014-09-16,-0.0014126666666666669,0.007484,12.729999542236328
2014-09-17,0.004474666666666668,0.001296,12.649999618530273
2014-09-18,0.00639,0.004891,12.029999732971191
2014-09-19,-0.002751,-0.000477,12.109999656677246
2014-09-22,0.0005806666666666667,-0.008013,13.6899995803833
2014-09-23,0.003921333333333333,-0.005776,14.930000305175781
2014-09-24,0.004042,0.007832,13.270000457763672
2014-09-25,-0.024274333333333332,-0.016169,15.640000343322754
2014-09-26,0.013069333333333334,0.008576,14.850000381469727
2014-09-29,-0.003935,-0.002547,15.979999542236328
2014-09-30,-0.0011296666666666668,-0.002786,16.309999465942383
2014-10-01,-0.010183333333333334,-0.013249,16.709999084472656
2014-10-02,-0.0008963333333333332,5e-06,16.15999984741211
2014-10-03,0.010306666666666667,0.011166,14.550000190734863
2014-10-06,-0.0015386666666666667,-0.001565,15.460000038146973
2014-10-07,-0.009586666666666667,-0.015126,17.200000762939453
2014-10-08,0.01736333333333333,0.017462,15.109999656677246
2014-10-09,-0.008616333333333333,-0.020661,18.760000228881836
2014-10-10,-1.2666666666666469e-05,-0.011451,21.239999771118164
2014-10-13,-0.010290333333333334,-0.016468,24.639999389648438
2014-10-14,-0.0037946666666666662,0.001579,22.790000915527344
2014-10-15,-0.020618333333333332,-0.0081,25.270000457763672
2014-10-16,-0.009928666666666667,0.000145,25.200000762939453
2014-10-17,0.015835333333333333,0.012884,21.989999771118164
2014-10-20,0.013326,0.009143,18.56999969482422
2014-10-21,0.018409666666666668,0.019574,16.079999923706055
2014-10-22,-3.166666666666682e-05,-0.007299,17.8700008392334
2014-10-23,0.005537333333333334,0.012303,16.530000686645508
2014-10-24,0.012873666666666667,0.007053,16.110000610351562
2014-10-27,0.0021766666666666666,-0.001502,16.040000915527344
2014-10-28,0.012813666666666666,0.011939,14.390000343322754
2014-10-29,0.00024300000000000016,-0.001385,15.149999618530273
2014-10-30,0.000985,0.00623,14.520000457763672
2014-10-31,0.010561000000000001,0.011731,14.029999732971191
2014-11-03,0.006945666666666667,-0.000119,14.729999542236328
2014-11-04,-0.001080333333333333,-0.00283,14.890000343322754
2014-11-05,0.007131000000000001,0.005701,14.170000076293945
2014-11-06,0.0010106666666666667,0.003776,13.670000076293945
2014-11-07,0.0031196666666666664,0.00035,13.119999885559082
2014-11-10,0.0031406666666666666,0.00312,12.670000076293945
2014-11-11,0.000470333333333333,0.000697,12.920000076293945
2014-11-12,-0.0003963333333333336,-0.000701,13.020000457763672
2014-11-13,-0.0003906666666666665,0.00053,13.789999961853027
2014-11-14,0.0024516666666666667,0.00024,13.3100004196167
2014-11-17,-0.0010229999999999998,0.000735,13.989999771118164
2014-11-18,0.005573333333333334,0.005134,13.859999656677246
2014-11-19,0.001032333333333333,-0.001501,13.960000038146973
2014-11-20,0.0011503333333333337,0.001967,13.579999923706055
2014-11-21,0.0027779999999999997,0.005237,12.899999618530273
2014-11-24,0.007136666666666666,0.002864,12.619999885559082
2014-11-25,-0.003879,-0.00115,12.25
2014-11-26,0.004489666666666667,0.002806,12.069999694824219
2014-11-28,0.004622666666666666,-0.002542,13.329999923706055
2014-12-01,-0.012995333333333333,-0.006829,14.15999984741211
2014-12-02,0.008388666666666666,0.006384,12.850000381469727
2014-12-03,0.0023743333333333333,0.003765,12.5
2014-12-04,1.633333333333333e-05,-0.001162,12.380000114440918
2014-12-05,0.005018000000000001,0.001665,11.890000343322754
2014-12-08,-0.006294333333333333,-0.007257,14.210000038146973
2014-12-09,0.0037473333333333334,-0.000238,15.350000381469727
2014-12-10,-0.018394999999999998,-0.016351,18.530000686645508
2014-12-11,0.0030629999999999998,0.004536,20.079999923706055
2014-12-12,-0.014811666666666667,-0.016214,21.079999923706055
2014-12-15,-0.010760333333333332,-0.006343,20.420000076293945
2014-12-16,-0.008073333333333333,-0.008489,23.56999969482422
2014-12-17,0.020964666666666663,0.020352,19.440000534057617
2014-12-18,0.024185333333333336,0.024015,16.809999465942383
2014-12-19,4.666666666666679e-05,0.00457,16.489999771118164
2014-12-22,0.005504666666666667,0.00381,15.25
2014-12-23,0.004209,0.001746,14.800000190734863
2014-12-24,-0.0021056666666666667,-0.000139,14.369999885559082
2014-12-26,0.007410999999999998,0.00331,14.5
2014-12-29,-0.0009736666666666668,0.000862,15.0600004196167
2014-12-30,-0.003925333333333334,-0.004889,15.920000076293945
2014-12-31,-0.014074333333333333,-0.010311,19.200000762939453
2015-01-02,-0.0038983333333333335,-0.00034,17.790000915527344
2015-01-05,-0.021324,-0.018278,19.920000076293945
2015-01-06,-0.01013,-0.008893,21.1200008392334
2015-01-07,0.006931333333333334,0.01163,19.309999465942383
2015-01-08,0.024067999999999996,0.017888,17.010000228881836
2015-01-09,-0.008547999999999998,-0.008404,17.549999237060547
2015-01-12,-0.012297666666666667,-0.008094,19.600000381469727
2015-01-13,0.004424999999999999,-0.002579,20.559999465942383
2015-01-14,-0.013914666666666667,-0.005813,21.479999542236328
2015-01-15,-0.020207333333333338,-0.009248,22.389999389648438
2015-01-16,0.008264,0.013424,20.950000762939453
2015-01-20,0.007055,0.00155,19.889999389648438
2015-01-21,0.004292666666666667,0.004732,18.850000381469727
2015-01-22,0.022080666666666665,0.01527,16.399999618530273
2015-01-23,-0.00915,-0.005492,16.65999984741211
2015-01-26,-0.0009670000000000001,0.002568,15.520000457763672
2015-01-27,-0.026516,-0.013388,17.219999313354492
2015-01-28,0.005079666666666667,-0.013496,20.440000534057617
2015-01-29,0.018015,0.009535,18.760000228881836
2015-01-30,-0.017971333333333336,-0.012992,20.969999313354492
2015-02-02,0.014146,0.012962,19.43000030517578
2015-02-03,0.010818333333333333,0.014439,17.329999923706055
2015-02-04,-6.200000000000014e-05,-0.004156,18.329999923706055
2015-02-05,0.008211000000000001,0.010291,16.850000381469727
2015-02-06,-0.0004213333333333332,-0.003418,17.290000915527344
2015-02-09,-0.00036900000000000013,-0.004247,18.549999237060547
2015-02-10,0.011426,0.010676,17.229999542236328
2015-02-11,0.008275666666666667,-2.9e-05,16.959999084472656
2015-02-12,0.012588333333333333,0.009645,15.34000015258789
2015-02-13,0.0016903333333333334,0.004075,14.6899995803833
2015-02-17,0.0027783333333333327,0.001598,15.800000190734863
2015-02-18,0.001261333333333333,-0.000314,15.449999809265137
2015-02-19,-0.00553,-0.001062,15.289999961853027
2015-02-20,0.004589333333333333,0.006126,14.300000190734863
2015-02-23,0.008556333333333334,-0.000303,14.5600004196167
2015-02-24,0.006605,0.002759,13.6899995803833
2015-02-25,-0.006926666666666667,-0.000766,13.84000015258789
2015-02-26,0.005473666666666666,-0.001476,13.90999984741211
2015-02-27,-0.006777666666666667,-0.002956,13.34000015258789
2015-03-02,0.005396333333333334,0.006125,13.039999961853027
2015-03-03,0.0008010000000000001,-0.004539,13.859999656677246
2015-03-04,-0.004423,-0.004389,14.229999542236328
2015-03-05,-0.005114666666666667,0.001196,14.039999961853027
2015-03-06,-0.013226,-0.014174,15.199999809265137
2015-03-09,0.006495000000000001,0.003944,15.0600004196167
2015-03-10,-0.02146033333333333,-0.016961,16.690000534057617
2015-03-11,-0.0051340000000000005,-0.001918,16.8700008392334
2015-03-12,0.015146000000000001,0.012601,15.420000076293945
2015-03-13,-0.0053686666666666666,-0.006075,16.0
2015-03-16,0.015359666666666667,0.013534,15.609999656677246
2015-03-17,0.00145,-0.00332,15.65999984741211
2015-03-18,0.008130333333333333,0.012158,13.970000267028809
2015-03-19,-0.006971333333333334,-0.004873,14.069999694824219
2015-03-20,0.004262666666666667,0.009013,13.020000457763672
2015-03-23,0.0006473333333333331,-0.001746,13.40999984741211
2015-03-24,-0.008762333333333332,-0.006139,13.619999885559082
2015-03-25,-0.01701,-0.014559,15.4399995803833
2015-03-26,-0.001521333333333333,-0.002377,15.800000190734863
2015-03-27,-0.0019506666666666665,0.002369,15.069999694824219
2015-03-30,0.017991,0.012237,14.510000228881836
2015-03-31,-0.010338333333333333,-0.008796,15.289999961853027
2015-04-01,-0.00020200000000000006,-0.003965,15.109999656677246
2015-04-02,0.006485333333333333,0.00353,14.670000076293945
2015-04-06,0.0075910000000000005,0.006609,14.739999771118164
2015-04-07,-0.004022,-0.002062,14.779999732971191
2015-04-08,0.0015483333333333332,0.002683,13.979999542236328
2015-04-09,0.005324333333333334,0.004457,13.09000015258789
2015-04-10,0.004519666666666667,0.005203,12.579999923706055
2015-04-13,0.0016633333333333333,-0.004581,13.9399995803833
2015-04-14,0.004443333333333334,0.00163,13.670000076293945
2015-04-15,0.007094333333333334,0.005148,12.84000015258789
2015-04-16,-0.0037203333333333337,-0.000778,12.600000381469727
2015-04-17,-0.012691000000000001,-0.011311,13.890000343322754
2015-04-20,0.011110333333333333,0.009235,13.300000190734863
2015-04-21,-0.005859666666666667,-0.001481,13.25
2015-04-22,0.007901666666666666,0.005088,12.710000038146973
2015-04-23,-0.003945666666666668,0.002358,12.479999542236328
2015-04-24,0.0007123333333333334,0.002253,12.289999961853027
2015-04-27,0.003033666666666667,-0.004141,13.119999885559082
2015-04-28,-0.0037506666666666665,0.002769,12.40999984741211
2015-04-29,-0.0028033333333333335,-0.00374,13.390000343322754
2015-04-30,-0.012244666666666668,-0.010129,14.550000190734863
2015-05-01,0.015235666666666666,0.010923,12.699999809265137
2015-05-04,0.005419333333333334,0.002941,12.850000381469727
2015-05-05,-0.010320666666666667,-0.011837,14.3100004196167
2015-05-06,-0.0032040000000000003,-0.004456,15.149999618530273
2015-05-07,0.004248666666666667,0.003774,15.130000114440918
2015-05-08,0.014555333333333332,0.013458,12.859999656677246
2015-05-11,-0.006440333333333333,-0.00509,13.850000381469727
2015-05-12,-0.0029879999999999998,-0.00295,13.859999656677246
2015-05-13,0.0001576666666666667,-0.000305,13.760000228881836
2015-05-14,0.014112,0.010779,12.739999771118164
2015-05-15,0.0006626666666666665,0.000768,12.380000114440918
2015-05-18,0.0051329999999999995,0.003048,12.729999542236328
2015-05-19,0.0030253333333333334,-0.000643,12.850000381469727
2015-05-20,-0.004105333333333333,-0.000931,12.880000114440918
2015-05-21,0.003971,0.002338,12.109999656677246
2015-05-22,0.00011033333333333323,-0.002234,12.130000114440918
2015-05-26,-0.014431666666666667,-0.010282,14.0600004196167
2015-05-27,0.011042000000000001,0.009163,13.270000457763672
2015-05-28,-0.0022749999999999997,-0.001267,13.3100004196167
2015-05-29,-0.009858666666666667,-0.006318,13.84000015258789
2015-06-01,0.004128666666666667,0.002059,13.970000267028809
2015-06-02,-0.003081333333333333,-0.001009,14.239999771118164
2015-06-03,0.003928666666666666,0.002119,13.65999984741211
2015-06-04,-0.005535666666666667,-0.008623,14.710000038146973
2015-06-05,0.0005769999999999997,-0.001436,14.210000038146973
2015-06-08,-0.0036173333333333335,-0.006474,15.289999961853027
2015-06-09,0.005558333333333333,0.000418,14.470000267028809
2015-06-10,0.011881999999999998,0.012042,13.220000267028809
2015-06-11,-2.4999999999999994e-05,0.001739,12.850000381469727
2015-06-12,-0.007261,-0.006994,13.779999732971191
2015-06-15,-0.005095,-0.004622,15.390000343322754
2015-06-16,0.007830666666666666,0.00569,14.8100004196167
2015-06-17,0.0022246666666666673,0.00198,14.5
2015-06-18,0.007729666666666666,0.009903,13.1899995803833
2015-06-19,-0.007883333333333334,-0.005304,13.960000038146973
2015-06-22,0.006595333333333332,0.006095,12.739999771118164
2015-06-23,-0.00043100000000000023,0.000636,12.109999656677246
2015-06-24,-0.0018243333333333334,-0.007353,13.260000228881836
2015-06-25,-0.0038773333333333333,-0.002974,14.010000228881836
2015-06-26,-0.0007140000000000001,-0.00039,14.020000457763672
2015-06-29,-0.018584,-0.020866,18.850000381469727
2015-06-30,0.004833,0.002658,18.229999542236328
2015-07-01,0.013117333333333333,0.006936,16.09000015258789
2015-07-02,-0.0022366666666666668,-0.000308,16.790000915527344
2015-07-06,-0.0015976666666666667,-0.003862,17.010000228881836
2015-07-07,0.0035099999999999992,0.006081,16.09000015258789
2015-07-08,-0.018088333333333335,-0.016653,19.65999984741211
2015-07-09,-0.004692999999999999,0.002262,19.969999313354492
2015-07-10,0.014849333333333334,0.012338,16.829999923706055
2015-07-13,0.015558666666666665,0.011066,13.899999618530273
2015-07-14,0.005047,0.004453,13.369999885559082
2015-07-15,0.004382333333333333,-0.000735,13.229999542236328
2015-07-16,0.006833333333333333,0.008015,12.109999656677246
2015-07-17,0.0009586666666666667,0.001106,11.949999809265137
2015-07-20,0.006338333333333334,0.000771,12.25
2015-07-21,-0.006373,-0.004262,12.220000267028809
2015-07-22,-0.009930333333333333,-0.002388,12.119999885559082
2015-07-23,-0.0027886666666666667,-0.005676,12.640000343322754
2015-07-24,-0.006945,-0.010703,13.739999771118164
2015-07-27,-0.010314333333333333,-0.005775,15.600000381469727
2015-07-28,0.002936,0.012386,13.4399995803833
2015-07-29,0.004926333333333334,0.007319,12.5
2015-07-30,-0.014551666666666666,2.8e-05,12.130000114440918
2015-07-31,-0.008349,-0.002272,12.119999885559082
2015-08-03,-0.009163000000000001,-0.002757,12.5600004196167
2015-08-04,-0.013172999999999999,-0.00225,13.0
2015-08-05,0.0029096666666666667,0.003115,12.510000228881836
2015-08-06,-0.001738,-0.007753,13.770000457763672
2015-08-07,-0.000992,-0.002875,13.390000343322754
2015-08-10,0.02020833333333333,0.012808,12.229999542236328
2015-08-11,-0.02123766666666667,-0.009557,13.710000038146973
2015-08-12,0.0010466666666666669,0.00095,13.609999656677246
2015-08-13,-0.0013853333333333333,-0.001275,13.489999771118164
2015-08-14,0.0033186666666666664,0.003912,12.829999923706055
2015-08-17,0.003936333333333333,0.005211,13.020000457763672
2015-08-18,-0.002957333333333334,-0.002626,13.789999961853027
2015-08-19,-0.011725333333333332,-0.008255,15.25
2015-08-20,-0.015969666666666667,-0.0211,19.139999389648438
2015-08-21,-0.04155233333333333,-0.031851,28.030000686645508
2015-08-24,-0.038406,-0.039414,40.7400016784668
2015-08-25,-0.003348333333333333,-0.013522,36.02000045776367
2015-08-26,0.047892333333333335,0.039034,30.31999969482422
2015-08-27,0.020861333333333332,0.024298,26.100000381469727
2015-08-28,-0.001976,0.000609,26.049999237060547
2015-08-31,-0.004243,-0.008392,28.43000030517578
2015-09-01,-0.03702833333333334,-0.029576,31.399999618530273
2015-09-02,0.024774,0.018293,26.09000015258789
2015-09-03,-0.004686333333333333,0.001165,25.610000610351562
2015-09-04,-0.015174666666666664,-0.01533,27.799999237060547
2015-09-08,0.024185333333333333,0.025083,24.899999618530273
2015-09-09,-0.018727666666666667,-0.013898,26.229999542236328
2015-09-10,0.009117666666666668,0.005278,24.3700008392334
2015-09-11,0.004812333333333333,0.004487,23.200000762939453
2015-09-14,0.0004973333333333335,-0.00409,24.25
2015-09-15,0.016024,0.012831,22.540000915527344
2015-09-16,0.006428333333333334,0.008705,21.350000381469727
2015-09-17,-0.014207666666666667,-0.002561,21.139999389648438
2015-09-18,-0.011897333333333331,-0.016164,22.280000686645508
2015-09-21,0.011344666666666668,0.004566,20.139999389648438
2015-09-22,-0.010336333333333333,-0.012318,22.440000534057617
2015-09-23,0.0015590000000000003,-0.002049,22.1299991607666
2015-09-24,0.004892666666666667,-0.003363,23.469999313354492
2015-09-25,0.012197666666666667,-0.000466,23.6200008392334
2015-09-28,-0.018804333333333336,-0.025666,27.6299991607666
2015-09-29,-0.008429666666666667,0.001233,26.829999923706055
2015-09-30,0.008516666666666667,0.019076,24.5
2015-10-01,0.0003306666666666669,0.001974,22.549999237060547
2015-10-02,0.0036883333333333334,0.014315,20.940000534057617
2015-10-05,0.011523,0.01829,19.540000915527344
2015-10-06,0.0025753333333333336,-0.003588,19.399999618530273
2015-10-07,0.00029600000000000026,0.008036,18.399999618530273
2015-10-08,-0.0007766666666666668,0.008818,17.420000076293945
2015-10-09,0.007261,0.000725,17.079999923706055
2015-10-12,-0.0033476666666666668,0.001276,16.170000076293945
2015-10-13,-0.0013370000000000003,-0.006825,17.670000076293945
2015-10-14,-0.012709999999999999,-0.004716,18.030000686645508
2015-10-15,0.015817,0.014853,16.049999237060547
2015-10-16,0.0032923333333333333,0.00457,15.050000190734863
2015-10-19,0.002107,0.000271,14.979999542236328
2015-10-20,0.004455666666666667,-0.001421,15.75
2015-10-21,-0.0032749999999999997,-0.005825,16.700000762939453
2015-10-22,0.016875,0.016628,14.449999809265137
2015-10-23,0.023627333333333334,0.01103,14.460000038146973
2015-10-26,-0.008489666666666668,-0.001913,15.289999961853027
2015-10-27,-0.004327333333333333,-0.002554,15.430000305175781
2015-10-28,0.020113333333333334,0.01184,14.329999923706055
2015-10-29,0.004267666666666667,-0.00045,14.609999656677246
2015-10-30,-0.010526,-0.00481,15.069999694824219
2015-11-02,0.012339000000000001,0.011874,14.149999618530273
2015-11-03,0.007002666666666667,0.002728,14.539999961853027
2015-11-04,-0.001152,-0.003545,15.510000228881836
2015-11-05,-0.0014416666666666668,-0.001132,15.050000190734863
2015-11-06,0.0069423333333333325,-0.000348,14.329999923706055
2015-11-09,-0.0073093333333333335,-0.009823,16.520000457763672
2015-11-10,-0.007435666666666668,0.001511,15.289999961853027
2015-11-11,-0.002673333333333333,-0.003228,16.059999465942383
2015-11-12,-0.013505999999999999,-0.01399,18.3700008392334
2015-11-13,-0.015083666666666667,-0.011207,20.079999923706055
2015-11-16,0.016314333333333333,0.014903,18.15999984741211
2015-11-17,-0.004338333333333334,-0.001339,18.84000015258789
2015-11-18,0.020894,0.016162,16.850000381469727
