arch,version,run,source,start,end,ann_return,ann_vol,sharpe,sortino,cagr,calmar,mdd,mdd_duration,ulcer,hit_rate,var95,es95,var99,es99,tracking_error,corr,mae,rmse,r2,info_ratio
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,378,504,0.04050687030748201,0.19834247455262533,0.2042269080228426,0.3639824891241946,0.01610892200868097,0.33236144581068455,-0.04846808260022051,63,0.025387358648324775,0.5158730158730159,-0.019145254621194374,-0.023462137158292356,-0.023962411574331044,-0.02902233878477639,0.2533581413629373,-0.07186771145996873,0.012633572493717665,0.015903936959252005,-0.6331982636760627,-0.4803442630177146
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,399,525,0.08814295571153297,0.1995753988948836,0.4416524090624912,0.8088783539455017,0.010524541806937293,0.21714376229294888,-0.04846808260022051,63,0.027145054832164887,0.5079365079365079,-0.01842194611230802,-0.022941482954584664,-0.023962411574331044,-0.02902233878477639,0.26543236587251384,-0.1718488783050622,0.012932268350135653,0.01665677642476182,-0.769412022762888,-0.2790279325771422
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,420,546,0.024162176768357524,0.1966692309860555,0.12285692402016209,0.2167277074714416,-0.011906019665199108,-0.24072690154057913,-0.04945861716743827,82,0.027822688190863535,0.5079365079365079,-0.018253071142006416,-0.02346219298706187,-0.029714982775009436,-0.032857386251895326,0.23501782979787653,0.07395815720646977,0.011829891511767497,0.014756037181852245,-0.42997259830337753,-0.5873759593064277
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,441,567,0.04082052462073538,0.19454106671332563,0.20982985911600982,0.36267945398417484,0.06072559805054745,1.1258971367169235,-0.053935298412447485,103,0.029075727365326202,0.5158730158730159,-0.017764672704096034,-0.02365385006908243,-0.029714982775009436,-0.032857386251895326,0.2431264419297538,-0.00927462291317345,0.01238141797780159,0.015262232415337184,-0.5634162175789816,-0.49926891709432564
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,462,588,-0.0043236544147016165,0.19253250102703373,-0.022456750894720507,-0.037939630982149204,-0.019405226426698174,-0.3597871338043742,-0.05393529841244771,124,0.03088310538245191,0.5238095238095238,-0.018363143550594315,-0.024487426828482088,-0.029714982775009436,-0.032857386251895326,0.23657301840682685,0.03329325036751502,0.01182692838598538,0.014858146749788725,-0.5128025745435074,-0.7039249680127342
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,483,609,0.039690009180437746,0.20394455580268828,0.19461176114373424,0.3138289579175253,0.031536757444815766,0.614302608873026,-0.05133749554258249,42,0.02444955216171789,0.5396825396825397,-0.019786891242689526,-0.026937052702808044,-0.030778195083484863,-0.03692445867652733,0.2501683562759485,-0.004192954031824089,0.012323310748612475,0.015703991832672563,-0.5061109335247231,-0.48973416399802727
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,504,630,-0.029347054645446624,0.20866439204356232,-0.14064237006628288,-0.20438685643270602,-0.037912771095760744,-0.7385005967872574,-0.051337495542583045,63,0.02547928484484045,0.5476190476190477,-0.02191988467830125,-0.03026480459023265,-0.03175337424703034,-0.03692445867652733,0.23632059474812772,0.1403798166599725,0.011573955682092782,0.014847077023757753,-0.28601580891367573,-0.810564372731058
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,525,651,-0.04572574731618073,0.20362406953123818,-0.22455963787309485,-0.3177465162816841,-0.0352212030116964,-0.740540259294355,-0.04756149658258679,84,0.026407164943853527,0.5158730158730159,-0.02191988467830125,-0.03026480459023265,-0.03175337424703034,-0.03692445867652733,0.24769648530053992,0.014554577038690387,0.012286363995563807,0.015563258751834032,-0.4838975689261258,-0.8394618400171852
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,546,672,0.05325042533530855,0.20904945610936254,0.25472644763759167,0.36006940022559625,0.045048803673956916,0.9471695995884591,-0.047561496582587126,105,0.02613743504425358,0.5079365079365079,-0.02191988467830125,-0.030869847294619533,-0.034929848445061466,-0.039042108141881415,0.2611759156836684,-0.06255025131318777,0.012525502426260873,0.016392821144457937,-0.5619617336544112,-0.4171731316782537
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,567,693,-0.0024308952291709485,0.20800523009481753,-0.011686702435620703,-0.01648714011952584,-0.012720381155859606,-0.2757224112209736,-0.04613473783117705,45,0.025346571592951284,0.49206349206349204,-0.021661885701046678,-0.030869847294619533,-0.034929848445061466,-0.039042108141881415,0.2649756402733388,-0.10349878879590226,0.01310049065817755,0.016638358324891873,-0.6252999012179361,-0.6213284174324017
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,588,714,0.012923830979993722,0.20877810129704416,0.06190223447623956,0.08578903141795047,-0.012840396830270606,-0.27832382785522886,-0.04613473783117694,46,0.02594373202081187,0.5,-0.0255085417934564,-0.03160254369317377,-0.034929848445061466,-0.039042108141881415,0.23550664416166492,0.14747842122412227,0.011182755572982844,0.014788405353614116,-0.2744825042482293,-0.6338766770313732
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,609,735,0.001581092116560212,0.1895349881661434,0.00834195380946895,0.012316644753805409,-0.00997710239427152,-0.21626008650533976,-0.04613473783117705,67,0.02759106826104648,0.4603174603174603,-0.019299366703458144,-0.027541180189055017,-0.03100562869245163,-0.03374661446432081,0.24523666191128515,-0.06361147001897556,0.01154065932747426,0.015400228436405998,-0.6770137125508728,-0.6549791806477379
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,630,756,0.06486086322463835,0.1916698472929742,0.3383988881959937,0.5886496199207945,0.019769369190601793,0.38515929106347147,-0.051327774376196844,88,0.025578438211191594,0.4444444444444444,-0.01646615360114237,-0.023129069930754236,-0.02633551136060269,-0.03159653395977163,0.22025486412761183,0.16245717330731305,0.011079796883488207,0.013824981865903519,-0.32154702034680116,-0.44196588874859816
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,651,777,0.035844684522998715,0.19510204728510705,0.18372274930881716,0.3209121123457728,-0.007954831677888796,-0.1549810365745764,-0.051327774376195734,109,0.02823187070572419,0.4603174603174603,-0.016931964413432168,-0.02342594107511572,-0.02633551136060269,-0.03159653395977163,0.24999317441093394,-0.0656089433412224,0.011997390885605847,0.01569348571061946,-0.6435247637476853,-0.5054590621313965
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,672,798,0.02690868486720177,0.20062131355822865,0.13412675049299663,0.2418583567788249,0.02322205869868532,0.5296753324197615,-0.04384206187703321,80,0.022150362583634474,0.4603174603174603,-0.01874617420817168,-0.024097947992631936,-0.02735022714082716,-0.02884301158054109,0.23079750364365484,0.13368778161165668,0.011536655485086842,0.014491016672712615,-0.32527085119458143,-0.5862165447928489
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,693,819,-0.016396557086134855,0.19691204355200898,-0.08326843188646381,-0.1370367587576517,-0.011910933854732186,-0.2716782319257601,-0.04384206187703332,80,0.022272763079115732,0.48412698412698413,-0.01874617420817168,-0.02574283387599165,-0.029544363525883712,-0.030885210529756568,0.2397174359899793,0.036218576938302896,0.012383561444328988,0.015057425117163447,-0.4853128501184336,-0.7450545111520418
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,714,840,0.06884568519045287,0.1935037437050625,0.35578477125169805,0.6150897530200755,0.03041245435111528,0.7441128758262657,-0.04087075407389662,56,0.017702453414989962,0.49206349206349204,-0.01856666755795852,-0.024530713001001354,-0.029544363525883712,-0.030885210529756568,0.23744223498395386,0.03246079156477033,0.011844112535554587,0.014902587387505314,-0.5066267840426077,-0.3931916948804683
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,735,861,0.050304599287544605,0.20250263313963288,0.2484145440857442,0.4359248014171935,0.053419346531599965,1.2141282731762773,-0.043998107705580214,77,0.020956163907373874,0.5,-0.01874617420817168,-0.025136682746206285,-0.029544363525883712,-0.030885210529756568,0.25811991711127313,-0.08355652992175826,0.012704405810111502,0.01620146045549694,-0.6259532471415594,-0.4335248591615491
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,756,882,-0.026964163135870578,0.20912668649208807,-0.12893697876712984,-0.2155697839869078,-0.011061239754701635,-0.25140262460193963,-0.04399810770557999,98,0.02221674045435184,0.49206349206349204,-0.020457015868420098,-0.02678178542979424,-0.03120495805902168,-0.032380085322124996,0.24031922962669344,0.1116375099202487,0.01220688899530983,0.015097169096190117,-0.32383298847176234,-0.7871619904479695
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,777,903,0.04397558149554048,0.22203877485740062,0.19805361258988577,0.3225861756491048,0.02475503175464233,0.5626385552827494,-0.04399810770557999,119,0.02406590031416689,0.5158730158730159,-0.022422411150174116,-0.02903103299369544,-0.03219232683663162,-0.03282516615435488,0.2520626558059244,0.10178399934766887,0.012243322065757076,0.01582227706271812,-0.28985650562390886,-0.4690517051264072
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,798,924,-0.030172197393001365,0.21649488417404614,-0.13936679154388296,-0.23920064652327477,-0.010904248985897369,-0.2518701542257823,-0.04329313657434197,107,0.02366282850349091,0.5158730158730159,-0.021136775076978864,-0.0272087603697093,-0.03219232683663162,-0.03282516615435488,0.2569493908940503,0.025520492166840405,0.013096696101653184,0.016139995191316855,-0.4117981167007254,-0.7487007333375079
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,819,945,0.05666859750780695,0.2114520990126454,0.26799732786959957,0.4723815042370491,0.013841553086352043,0.36281077775190906,-0.03815088728101934,48,0.019594847979865496,0.49206349206349204,-0.020275171253337478,-0.02580750216955365,-0.030690961017696354,-0.03282516615435488,0.25366536800255135,0.018229446133054248,0.0123150361395196,0.01592138853193714,-0.4401208991699648,-0.4160497088082267
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,840,966,-0.013550737842905392,0.22659344407195234,-0.05980198543874245,-0.10724410059226472,-0.004835337484006219,-0.11219714654583343,-0.0430967955324153,42,0.01913190067945422,0.47619047619047616,-0.021581639101639346,-0.026671265961681758,-0.031117452537025546,-0.03282516615435488,0.2681526974562956,0.0028069564529930716,0.013269424061270695,0.01683931632557991,-0.4028631336795465,-0.6554352781461422
ffn,fast1000,ffn_base_20250819_210944,mean_XT.csv,861,987,-0.02445575194020644,0.22010616502969374,-0.11110889118851895,-0.19906258882769098,-0.012949365559411508,-0.2862608856632165,-0.04523623801907162,42,0.022788237152673096,0.48412698412698413,-0.02086895159696483,-0.026434399427356352,-0.031117452537025546,-0.03282516615435488,0.2705881070867273,-0.06350909962695826,0.013835551159793694,0.01699382397013294,-0.5141848251876413,-0.6898372361959676
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,0,126,0.07189689620000994,0.21652436771198683,0.33204990717555033,0.5399492534556728,0.03243478604446004,0.6568214546098381,-0.04938143511729043,116,0.0314056488445745,0.5158730158730159,-0.02099648143717678,-0.027299578143675878,-0.030484613535371213,-0.030861930077299093,0.2526557998346763,0.06080225004677672,0.012217532450259135,0.01585658575839983,-0.3622815543674245,-0.3574392666191842
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,21,147,0.05437918865283109,0.22321189863117277,0.24362137048386157,0.4148883966650247,-0.049371528557313415,-1.1012600957649958,-0.04483185102881371,60,0.027389045267649282,0.49206349206349204,-0.02099648143717678,-0.027528004047114498,-0.030721354421957642,-0.03184945698379221,0.2603110906866291,0.04364328448353762,0.01290886452008158,0.01633845992789008,-0.3609702263021928,-0.41422288640392313
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,42,168,0.017804299302253357,0.2112803722841044,0.0842685911131976,0.15010340780477066,-0.018716342284413212,-0.33615939585875554,-0.055676986914497184,49,0.028208078414286113,0.49206349206349204,-0.020314722255149652,-0.02621230243492304,-0.03007125587284348,-0.03184945698379221,0.24864651812047692,0.05847404772012539,0.012178260781986345,0.015611498749698003,-0.3868578951382402,-0.5807509463204291
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,63,189,0.026013531691916114,0.2197674790432901,0.11836843105795437,0.21252241780925238,0.06728066807161448,1.2084107240741468,-0.055676986914497295,56,0.031840746566398105,0.5,-0.020958216660547254,-0.02650116679346242,-0.03007125587284348,-0.03184945698379221,0.2532913374271771,0.07717656992747492,0.01223231136725502,0.01590159817107399,-0.32989015067720673,-0.5376909834006469
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,84,210,0.011079348334223083,0.21332016465862905,0.05193765133246118,0.09383220583750243,0.04435864939345047,0.7967142593684556,-0.05567698691449674,77,0.030394396838310855,0.48412698412698413,-0.020568178757831235,-0.025950046246802035,-0.027519855266003507,-0.030148523245898895,0.261142247988,-0.031656998145068414,0.012921845892665682,0.01639597721625582,-0.500623919596749,-0.5787139110203322
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,105,231,-0.012389043628412866,0.2239759169580145,-0.05531417750925097,-0.08947035337617062,-0.008947602224705364,-0.1607055755090724,-0.055676986914497184,98,0.032941892189574794,0.47619047619047616,-0.023525255252920506,-0.03009892954010188,-0.032954362583247854,-0.03394891429356728,0.26750992277377167,-0.010103349241014732,0.013047590450942963,0.01679883025646229,-0.42894827972500993,-0.652667541517945
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,126,252,0.03488191772477478,0.23832546587069078,0.1463625282230679,0.23993624411218337,-0.03780405796463093,-0.6789889334831768,-0.05567698691449674,119,0.03522068311303756,0.4603174603174603,-0.02637454162343501,-0.030879087778695524,-0.032954362583247854,-0.03394891429356728,0.28380805547987364,-0.04374959114000898,0.014147390323228991,0.017814306872081867,-0.4192471479197273,-0.44862744314970493
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,147,273,0.010143220820912235,0.20928875688809415,0.04846519694479229,0.07490863970481786,-0.037561537563815306,-0.7396540910782248,-0.050782572579380014,28,0.028720008568871726,0.47619047619047616,-0.02151360172543245,-0.028666870242547375,-0.03264731547026967,-0.03394891429356728,0.2569496620441585,-0.024496755034723726,0.012493307840358573,0.0161332366717432,-0.5094275964301624,-0.5917998800596004
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,168,294,0.06639943819811012,0.20644711923856066,0.32162927941552927,0.4840880044073632,0.05534615935733056,1.0898652145047825,-0.0507825725793799,48,0.031175444805372245,0.47619047619047616,-0.02151360172543245,-0.028666870242547375,-0.03264731547026967,-0.03394891429356728,0.24982163814622138,0.01604297459624937,0.012682786069831297,0.015679319974859204,-0.46520322113739376,-0.38349985418722604
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,189,315,-0.006816259025971272,0.2169256207589454,-0.03142210220315891,-0.04832146044932488,-0.03872361042951733,-0.7625373915231864,-0.050782572579380014,69,0.033149535057363115,0.4603174603174603,-0.023415101462307786,-0.029695335209664404,-0.03264731547026967,-0.03394891429356728,0.253261714526892,0.05856743825631456,0.012905585598758887,0.015904701774571824,-0.3654960097830313,-0.6673818004498427
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,210,336,0.020172337425514275,0.21398275926330362,0.09427085385272754,0.14889255850915906,-0.035584724825997505,-0.6950256561535371,-0.05119915288153987,90,0.03618177507766376,0.4444444444444444,-0.02151360172543245,-0.02886150815243514,-0.03264731547026967,-0.03394891429356728,0.2582580264083094,-0.002662088627573531,0.01313898479587769,0.01621383877569648,-0.45839513418682665,-0.5499680476529646
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,231,357,0.04059549814966101,0.20750383358982974,0.19563734051249212,0.34395213755106835,0.012506191147234835,0.20192764147929437,-0.06193402277972537,111,0.036284818697042955,0.4523809523809524,-0.02066155432438857,-0.024129920149889825,-0.0269572609334745,-0.028470445688549062,0.24893502738930715,0.030677382222130803,0.012710078250591684,0.01562653423028943,-0.440569311952661,-0.48852306212477464
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,252,378,0.04844322781790944,0.19549880018459856,0.24779296738479836,0.4346909555023376,0.03139446566860182,0.7150897799886233,-0.043902830871252685,57,0.019010264990229477,0.46825396825396826,-0.017617150971136804,-0.023586898491509887,-0.0269572609334745,-0.028604812659864975,0.2591182603707469,-0.14521828786413143,0.012663771231669863,0.016264280012921097,-0.7580959177419881,-0.43903803622067633
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,273,399,0.04422583209001241,0.20363647128140688,0.21718031063746132,0.37791175755314144,0.007536680673220664,0.17166730535719768,-0.04390283087125224,57,0.0202729059600296,0.47619047619047616,-0.020571910580252897,-0.024705695662091735,-0.02714418446644015,-0.028604812659864975,0.2507224466404747,-0.011071320447999546,0.012333447539830057,0.015738195110689406,-0.5172592628718162,-0.4705608512155523
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,294,420,-0.004113105146386076,0.22919932504134796,-0.017945537778717564,-0.029600501471180558,-0.0065976148821019764,-0.15027766435950085,-0.04390283087125224,57,0.021836428988283092,0.5,-0.02501239129194019,-0.028776215708312982,-0.02944246031666256,-0.03376026181545322,0.2749872480516315,-0.03545979181060711,0.014114810602078368,0.017266309733749145,-0.4415624417548225,-0.6048247921487547
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,315,441,0.03042027690486604,0.2166231306779791,0.14042949526977005,0.2194020783544192,0.007221774653705548,0.1700457836198116,-0.04246958965975889,38,0.021470513966041417,0.5238095238095238,-0.02501239129194019,-0.02922853417984726,-0.0305065141415444,-0.034397435478072114,0.2533068036413668,0.05618152364199863,0.011950631390301648,0.015901983324660248,-0.3688441497970856,-0.5202612847372111
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,336,462,0.03738620203022425,0.2210874397655916,0.16910142914433784,0.2638889359403125,0.038668727794364255,0.9105039183132005,-0.04246958965975889,59,0.02215279273078881,0.5476190476190477,-0.025466520174581227,-0.02933307562432084,-0.0305065141415444,-0.034397435478072114,0.26843949469629136,-0.03824389850386445,0.013117753477692413,0.016850143040530893,-0.47550306426146816,-0.4649829866167613
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,357,483,0.008861357377789814,0.2134435207605632,0.0415161694588533,0.06557165838433354,0.005720856849890543,0.13470478278039894,-0.04246958965975922,80,0.023410621660036386,0.5476190476190477,-0.025466520174581227,-0.02933307562432084,-0.0305065141415444,-0.034397435478072114,0.26170446536486397,-0.03556343610321865,0.012767512416016357,0.01643155280123154,-0.505401464945791,-0.5859458393589871
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,378,504,-0.008851001264875702,0.20597111052353703,-0.04297205196582298,-0.06663946565072787,0.022167814965268873,0.5219691346882336,-0.04246958965975922,101,0.023086989625044223,0.5396825396825397,-0.023956651281055844,-0.028692355410385426,-0.0303982208105909,-0.034397435478072114,0.2409071430170378,0.0865023606403529,0.011710063882527471,0.015130616426923049,-0.3707608595418317,-0.7100536709813458
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,399,525,0.025725219594667115,0.20400436367055008,0.12610132024534135,0.19336102392396276,0.028304928764996795,0.6664752118341379,-0.042469589659759,122,0.023889036458842997,0.5555555555555556,-0.023956651281055844,-0.02880562926096283,-0.0303982208105909,-0.034397435478072114,0.25205437119967966,-0.019894888346943636,0.012858089314331958,0.015824070625539966,-0.5283350877526043,-0.5414735707845024
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,420,546,0.015785848057294993,0.18941133624493042,0.08334162236668927,0.13398793878930612,-0.014227537206528584,-0.40802170512259434,-0.03486955970210892,37,0.018008700301220155,0.5158730158730159,-0.019460477677195775,-0.025128694284533855,-0.02971708568050557,-0.0310611214641055,0.2543435177164632,-0.14789647115232382,0.01243550192100162,0.015969002984259028,-0.8055301341578252,-0.5756787248100071
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,441,567,0.027730619531982192,0.19265816911664055,0.14393689953107214,0.2279079042089841,0.00021717076001404045,0.006189908801002809,-0.03508464615486051,36,0.018727919958447782,0.5079365079365079,-0.019460477677195775,-0.025737200739106236,-0.030071116417383047,-0.03319089405510883,0.24478100361408456,-0.03704841497775495,0.011806214041921623,0.015367710240077569,-0.6162351288165793,-0.5493701655052787
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,462,588,-0.022702394448201213,0.2208772116363537,-0.10278287325347907,-0.16170567277881204,-0.007846860976262415,-0.17241179766289672,-0.04551232040167441,36,0.021404055099993165,0.48412698412698413,-0.02124485302216372,-0.0299939309270271,-0.034137770104984665,-0.03707313095230186,0.2666712292150978,-0.02486897510391571,0.013436729975640424,0.016747995651931448,-0.46044406987864805,-0.6933946155063232
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,483,609,0.03724202972956192,0.22190641799328323,0.16782763683152768,0.25510126098549035,0.015069715774522097,0.2711581274095326,-0.055575379275879744,36,0.025301182477471457,0.48412698412698413,-0.02515727513714852,-0.031088193377954525,-0.034137770104984665,-0.03707313095230186,0.2665424193268561,-0.016549918977702575,0.013095759100271704,0.016731182443896455,-0.4440246824308316,-0.4688333308672989
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,504,630,0.06777826278708088,0.23248621692607577,0.29153669272631555,0.4407609330059797,0.029393237024871732,0.5288895443963011,-0.055575379275879855,54,0.02716716925105582,0.48412698412698413,-0.027460923401107222,-0.03191710791247066,-0.03436234500241381,-0.03707313095230186,0.27704477311957026,-0.029259010777515918,0.01384438288031402,0.017386825933614767,-0.42071597614878664,-0.34083926633824263
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,525,651,0.0168186641552055,0.23839691779872146,0.07054900000597113,0.11193595862211703,-0.03474556745362978,-0.625197126971466,-0.05557537927588008,75,0.028720450437262415,0.46825396825396826,-0.026225158734794994,-0.03191710791247066,-0.03436234500241381,-0.03707313095230186,0.27283956943089877,0.04566838356536556,0.013957256466818377,0.017128657009684956,-0.31131318060516233,-0.5328674874691015
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,546,672,0.03825107575290132,0.2246925381792078,0.1702374100309172,0.2664737632095551,0.017641840404704512,0.3174398561839601,-0.05557537927588041,96,0.029739625735158114,0.49206349206349204,-0.02092506024716769,-0.030482597055668168,-0.03436234500241381,-0.03707313095230186,0.250142906674253,0.13379372393083103,0.012200933919724075,0.01570257362918666,-0.2405819256640993,-0.49553643513273066
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,567,693,0.008663899738900582,0.22221855423307613,0.03898819236225147,0.06644561777718888,0.01343896905278874,0.241815156781509,-0.055575379275879966,117,0.03203778154635804,0.48412698412698413,-0.01977767012824563,-0.028318153764324054,-0.03142403573248126,-0.03562852864740845,0.25507936456021285,0.07904917886977444,0.012640720968697328,0.016016192425995515,-0.3195291641540774,-0.6019385398964917
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,588,714,0.020782975170029028,0.18800534407053515,0.11054459793564034,0.19183970786835075,-0.036961032231928925,-0.6319923234153034,-0.058483356304378065,83,0.028075865790720245,0.48412698412698413,-0.018100513241086497,-0.02306857782252763,-0.027222200983969262,-0.03065262991988882,0.23807304652000585,-0.010862370151364776,0.011709880332915807,0.014948099481056883,-0.605804398631828,-0.5940320708169159
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,609,735,0.013944119794310872,0.20553495471341912,0.0678430577112949,0.10597538342636396,-0.00681731937037644,-0.1120488779404895,-0.06084237071965326,104,0.03033694052041966,0.5,-0.01977767012824563,-0.027128538821291927,-0.03156812212820803,-0.038663126658195934,0.25780074748716275,-0.05864439000639702,0.012516738248948892,0.016186044336024462,-0.5753285391598852,-0.5751026001702028
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,630,756,-0.03358995269864562,0.19473990559950882,-0.17248623283059836,-0.2766663469975669,-0.07878662364527855,-1.294930205930131,-0.060842370719653704,125,0.031873685081056154,0.48412698412698413,-0.01901160728155348,-0.025069030176307554,-0.027654460171149576,-0.0374084878244646,0.2485135613146184,-0.05509894711232983,0.012733998038724895,0.015611982405223157,-0.6325529232798863,-0.7878682823701834
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,651,777,-0.01232046504383999,0.190134342274206,-0.06479873596991641,-0.09956213144541028,-0.05611886083068307,-1.2291178123223525,-0.045657837082882624,45,0.02103742869470251,0.48412698412698413,-0.016834505620858965,-0.025699395795073934,-0.028846344043671365,-0.0374084878244646,0.230713533719683,0.06694972278652753,0.01152272134136704,0.01449235640718063,-0.47576753262376226,-0.7564639240274902
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,672,798,0.022118365456257116,0.19110891942034228,0.11573696049009613,0.17987394374982624,0.027954487161893082,0.6122604343072057,-0.04565783708288218,66,0.023777007793391935,0.46825396825396826,-0.016821355139263406,-0.025699395795073934,-0.028846344043671365,-0.0374084878244646,0.241985997738474,-0.023434917734584594,0.011666294811450123,0.015193247039962693,-0.6054632103800541,-0.578908018864556
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,693,819,0.05564895370590084,0.20033775128074596,0.2777756730827853,0.42633230392891036,-4.29036946643091e-05,-0.0009396786489562803,-0.045657837082882624,87,0.024651578660142802,0.47619047619047616,-0.019864651721250598,-0.026376146500468396,-0.028846344043671365,-0.0374084878244646,0.2521408509873923,-0.04670490118245932,0.012244027661292983,0.015825875729227334,-0.5851522660543982,-0.42260921178308897
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,714,840,0.0374526618638642,0.215817399009054,0.17353865830943954,0.2731022232766257,-0.0028657643683505096,-0.063499065402847,-0.04513081177131817,93,0.025042166542610437,0.48412698412698413,-0.021132598788650973,-0.028334947851051333,-0.029338642864768616,-0.0374084878244646,0.25090184240800373,0.07029181866420375,0.012400688788758812,0.015750267960497936,-0.35289489568952215,-0.49721969730803506
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,735,861,0.017936028498851675,0.19363975902564828,0.09262575304318565,0.16115766643773494,-0.026874229557794727,-0.6073434797205117,-0.04424881546462267,47,0.02452088517552559,0.46825396825396826,-0.019864651721250598,-0.02335405832810549,-0.02613549987874364,-0.027311482184046887,0.23766825352567608,0.031456874636072864,0.011479974344617713,0.01492314838049747,-0.5086653651623838,-0.6070224750718018
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,756,882,0.0435904105838405,0.1950008995437963,0.22353953589865516,0.3732773834263668,-0.0029860051593155745,-0.056980046817006406,-0.052404399892917675,52,0.027028439159582526,0.49206349206349204,-0.020007359897280058,-0.024666368636837403,-0.02780378100514413,-0.028696827837633554,0.25242882470495986,-0.08813082711520276,0.012647985048608298,0.015845287061575078,-0.6772124068279892,-0.46989716627963546
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,777,903,0.05822667671355597,0.19013259197436658,0.3062424811491868,0.5142005796168996,0.011390546034021565,0.21735858167056116,-0.05240439989291801,73,0.025100101343696092,0.5,-0.0195139023112317,-0.023749871371987395,-0.02761239634203538,-0.028696827837633554,0.21917774784302924,0.16169637471467,0.011119855466173586,0.013758190594629701,-0.3300579960939629,-0.4744063861852982
ffn,fast1000,ffn_bo_20250819_205910,mean_XT.csv,798,924,-0.014320746199888656,0.1876974395542497,-0.07629697151915368,-0.12646718087617081,0.0040619121682730075,0.07751089940106197,-0.05240439989291823,94,0.026887941881044656,0.5158730158730159,-0.0195139023112317,-0.023749871371987395,-0.02761239634203538,-0.028696827837633554,0.2403271246883932,-0.03296410875285918,0.01164870220049769,0.015095252390632337,-0.642952977619625,-0.7345269346053732
